Country,Region,Happiness_Rank,Happiness_Score,Economy_GDP,Family,Life_Expectancy,Freedom,Trust_in_Gov,Generosity,Dystopia_Residual,Year
Rwanda,,151,3.470999956,0.368745893,0.945707023,0.326424807,0.581843853,0.455220014,0.252756029,0.540061235,2017
Syria,,152,3.461999893,0.777153134,0.396102607,0.500533342,0.081539445,0.151347131,0.493663728,1.061573505,2017
Tanzania,,153,3.348999977,0.511135876,1.041989803,0.364509284,0.390017778,0.066035107,0.354256362,0.621130466,2017
Burundi,,154,2.904999971,0.091622569,0.629793584,0.151610792,0.059900753,0.084147945,0.204435185,1.683024168,2017
Central African Republic,,155,2.693000078,0,0,0.018772686,0.270842046,0.056565076,0.280876487,2.066004753,2017
Finland,,1,7.632,1.305,Nan,0.874,0.681,0.393,0.202,Nan,2018
Norway,,2,7.594,1.456,Nan,0.861,0.686,0.34,0.286,Nan,2018
Denmark,,3,7.555,1.351,Nan,0.868,0.683,0.408,0.284,Nan,2018
Iceland,,4,7.495,1.343,Nan,0.914,0.677,0.138,0.353,Nan,2018
Switzerland,,5,7.487,1.42,Nan,0.927,0.66,0.357,0.256,Nan,2018
Netherlands,,6,7.441,1.361,Nan,0.878,0.638,0.295,0.333,Nan,2018
Canada,,7,7.328,1.33,Nan,0.896,0.653,0.291,0.321,Nan,2018
New Zealand,,8,7.324,1.268,Nan,0.876,0.669,0.389,0.365,Nan,2018
Sweden,,9,7.314,1.355,Nan,0.913,0.659,0.383,0.285,Nan,2018
Australia,,10,7.272,1.34,Nan,0.91,0.647,0.302,0.361,Nan,2018
United Kingdom,,11,7.19,1.244,Nan,0.888,0.464,0.082,0.262,Nan,2018
Austria,,12,7.139,1.341,Nan,0.891,0.617,0.224,0.242,Nan,2018
Costa Rica,,13,7.072,1.01,Nan,0.817,0.632,0.101,0.143,Nan,2018
Ireland,,14,6.977,1.448,Nan,0.876,0.614,0.306,0.307,Nan,2018
Germany,,15,6.965,1.34,Nan,0.861,0.586,0.28,0.273,Nan,2018
Belgium,,16,6.927,1.324,Nan,0.894,0.583,0.24,0.188,Nan,2018
Luxembourg,,17,6.91,1.576,Nan,0.896,0.632,0.321,0.196,Nan,2018
United States,,18,6.886,1.398,Nan,0.819,0.547,0.133,0.291,Nan,2018
Israel,,19,6.814,1.301,Nan,0.883,0.533,0.272,0.354,Nan,2018
United Arab Emirates,,20,6.774,2.096,Nan,0.67,0.284,0,0.186,Nan,2018
Czech Republic,,21,6.711,1.233,Nan,0.854,0.543,0.034,0.064,Nan,2018
Malta,,22,6.627,1.27,Nan,0.884,0.645,0.142,0.376,Nan,2018
France,,23,6.489,1.293,Nan,0.908,0.52,0.176,0.098,Nan,2018
Mexico,,24,6.488,1.038,Nan,0.761,0.479,0.095,0.069,Nan,2018
Chile,,25,6.476,1.131,Nan,0.808,0.431,0.061,0.197,Nan,2018
Taiwan,,26,6.441,1.365,Nan,0.857,0.418,0.078,0.151,Nan,2018
Panama,,27,6.43,1.112,Nan,0.759,0.597,0.063,0.125,Nan,2018
Brazil,,28,6.419,0.986,Nan,0.675,0.493,0.088,0.11,Nan,2018
Argentina,,29,6.388,1.073,Nan,0.744,0.57,0.054,0.062,Nan,2018
Guatemala,,30,6.382,0.781,Nan,0.608,0.604,0.071,0.179,Nan,2018
Uruguay,,31,6.379,1.093,Nan,0.771,0.625,0.155,0.13,Nan,2018
Qatar,,32,6.374,1.649,Nan,0.748,0.654,0.171,0.256,Nan,2018
Saudi Arabia,,33,6.371,1.379,Nan,0.633,0.509,0.127,0.098,Nan,2018
Singapore,,34,6.343,1.529,Nan,1.008,0.631,0.457,0.261,Nan,2018
Malaysia,,35,6.322,1.161,Nan,0.669,0.356,0.059,0.311,Nan,2018
Spain,,36,6.31,1.251,Nan,0.965,0.449,0.074,0.142,Nan,2018
Colombia,,37,6.26,0.96,Nan,0.635,0.531,0.039,0.099,Nan,2018
Trinidad & Tobago,,38,6.192,1.223,Nan,0.564,0.575,0.019,0.171,Nan,2018
Slovakia,,39,6.173,1.21,Nan,0.776,0.354,0.014,0.118,Nan,2018
El Salvador,,40,6.167,0.806,Nan,0.639,0.461,0.082,0.065,Nan,2018
Nicaragua,,41,6.141,0.668,Nan,0.7,0.527,0.128,0.208,Nan,2018
Poland,,42,6.123,1.176,Nan,0.781,0.546,0.064,0.108,Nan,2018
Bahrain,,43,6.105,1.338,Nan,0.698,0.594,0.123,0.243,Nan,2018
Uzbekistan,,44,6.096,0.719,Nan,0.605,0.724,0.259,0.328,Nan,2018
Kuwait,,45,6.083,1.474,Nan,0.675,0.554,0.106,0.167,Nan,2018
Thailand,,46,6.072,1.016,Nan,0.707,0.637,0.029,0.364,Nan,2018
Italy,,47,6,1.264,Nan,0.946,0.281,0.028,0.137,Nan,2018
Ecuador,,48,5.973,0.889,Nan,0.736,0.556,0.12,0.114,Nan,2018
Belize,,49,5.956,0.807,Nan,0.474,0.593,0.089,0.183,Nan,2018
Lithuania,,50,5.952,1.197,Nan,0.716,0.35,0.006,0.026,Nan,2018
Slovenia,,51,5.948,1.219,Nan,0.856,0.633,0.051,0.16,Nan,2018
Romania,,52,5.945,1.116,Nan,0.726,0.528,0.001,0.088,Nan,2018
Latvia,,53,5.933,1.148,Nan,0.671,0.363,0.066,0.092,Nan,2018
Japan,,54,5.915,1.294,Nan,0.988,0.553,0.15,0.079,Nan,2018
Mauritius,,55,5.891,1.09,Nan,0.684,0.584,0.05,0.245,Nan,2018
Jamaica,,56,5.89,0.819,Nan,0.693,0.575,0.031,0.096,Nan,2018
South Korea,,57,5.875,1.266,Nan,0.955,0.244,0.051,0.175,Nan,2018
Northern Cyprus,,58,5.835,1.229,Nan,0.909,0.495,0.154,0.179,Nan,2018
Russia,,59,5.81,1.151,Nan,0.599,0.399,0.025,0.065,Nan,2018
Kazakhstan,,60,5.79,1.143,Nan,0.631,0.454,0.121,0.148,Nan,2018
Cyprus,,61,5.762,1.229,Nan,0.909,0.423,0.035,0.202,Nan,2018
Bolivia,,62,5.752,0.751,Nan,0.508,0.606,0.054,0.141,Nan,2018
Estonia,,63,5.739,1.2,Nan,0.737,0.553,0.174,0.086,Nan,2018
Paraguay,,64,5.681,0.835,Nan,0.615,0.541,0.074,0.162,Nan,2018
Peru,,65,5.663,0.934,Nan,0.674,0.53,0.034,0.092,Nan,2018
Kosovo,,66,5.662,0.855,Nan,0.578,0.448,0.023,0.274,Nan,2018
Moldova,,67,5.64,0.657,Nan,0.62,0.232,0,0.171,Nan,2018
Turkmenistan,,68,5.636,1.016,Nan,0.517,0.417,0.037,0.199,Nan,2018
Hungary,,69,5.62,1.171,Nan,0.732,0.259,0.022,0.061,Nan,2018
Libya,,70,5.566,0.985,Nan,0.553,0.496,0.148,0.116,Nan,2018
Philippines,,71,5.524,0.775,Nan,0.513,0.643,0.105,0.12,Nan,2018
Honduras,,72,5.504,0.62,Nan,0.622,0.459,0.074,0.197,Nan,2018
Belarus,,73,5.483,1.039,Nan,0.7,0.307,0.154,0.101,Nan,2018
Turkey,,74,5.483,1.148,Nan,0.686,0.324,0.109,0.106,Nan,2018
Pakistan,,75,5.472,0.652,Nan,0.424,0.334,0.113,0.216,Nan,2018
Hong Kong,,76,5.43,1.405,Nan,1.03,0.524,0.291,0.246,Nan,2018
Portugal,,77,5.41,1.188,Nan,0.884,0.562,0.017,0.055,Nan,2018
Serbia,,78,5.398,0.975,Nan,0.685,0.288,0.043,0.134,Nan,2018
Greece,,79,5.358,1.154,Nan,0.879,0.131,0.044,0,Nan,2018
Lebanon,,80,5.358,0.965,Nan,0.785,0.503,0.136,0.214,Nan,2018
Montenegro,,81,5.347,1.017,Nan,0.729,0.259,0.081,0.111,Nan,2018
Croatia,,82,5.321,1.115,Nan,0.737,0.38,0.039,0.12,Nan,2018
Dominican Republic,,83,5.302,0.982,Nan,0.614,0.578,0.106,0.12,Nan,2018
Algeria,,84,5.295,0.979,Nan,0.687,0.077,0.135,0.055,Nan,2018
Morocco,,85,5.254,0.779,Nan,0.669,0.46,0.074,0.026,Nan,2018
China,,86,5.246,0.989,Nan,0.799,0.597,0.103,0.029,Nan,2018
Azerbaijan,,87,5.201,1.024,Nan,0.603,0.43,0.176,0.031,Nan,2018
Tajikistan,,88,5.199,0.474,Nan,0.598,0.292,0.034,0.187,Nan,2018
Macedonia,,89,5.185,0.959,Nan,0.691,0.394,0.052,0.173,Nan,2018
Jordan,,90,5.161,0.822,Nan,0.645,0.468,0.134,0.13,Nan,2018
Nigeria,,91,5.155,0.689,Nan,0.048,0.462,0.032,0.201,Nan,2018
Kyrgyzstan,,92,5.131,0.53,Nan,0.594,0.54,0.035,0.281,Nan,2018
Bosnia and Herzegovina,,93,5.129,0.915,Nan,0.758,0.28,0,0.216,Nan,2018
Mongolia,,94,5.125,0.914,Nan,0.575,0.395,0.032,0.253,Nan,2018
Vietnam,,95,5.103,0.715,Nan,0.702,0.618,0.079,0.177,Nan,2018
Indonesia,,96,5.093,0.899,Nan,0.522,0.538,0.018,0.484,Nan,2018
Bhutan,,97,5.082,0.796,Nan,0.527,0.541,0.171,0.364,Nan,2018
Somalia,,98,4.982,0,Nan,0.115,0.674,0.282,0.238,Nan,2018
Cameroon,,99,4.975,0.535,Nan,0.182,0.454,0.043,0.183,Nan,2018
Bulgaria,,100,4.933,1.054,Nan,0.712,0.359,0.009,0.064,Nan,2018
Nepal,,101,4.88,0.425,Nan,0.539,0.526,0.078,0.302,Nan,2018
Venezuela,,102,4.806,0.996,Nan,0.657,0.133,0.052,0.056,Nan,2018
Gabon,,103,4.758,1.036,Nan,0.404,0.356,0.052,0.032,Nan,2018
Palestinian Territories,,104,4.743,0.642,Nan,0.602,0.266,0.076,0.086,Nan,2018
South Africa,,105,4.724,0.94,Nan,0.33,0.516,0.056,0.103,Nan,2018
Iran,,106,4.707,1.059,Nan,0.691,0.459,0.129,0.282,Nan,2018
Ivory Coast,,107,4.671,0.541,Nan,0.08,0.467,0.103,0.146,Nan,2018
Ghana,,108,4.657,0.592,Nan,0.337,0.499,0.029,0.212,Nan,2018
Senegal,,109,4.631,0.429,Nan,0.433,0.406,0.082,0.138,Nan,2018
Laos,,110,4.623,0.72,Nan,0.441,0.626,0.174,0.23,Nan,2018
Tunisia,,111,4.592,0.9,Nan,0.69,0.271,0.063,0.04,Nan,2018
Albania,,112,4.586,0.916,Nan,0.79,0.419,0.032,0.149,Nan,2018
Sierra Leone,,113,4.571,0.256,Nan,0,0.355,0.053,0.238,Nan,2018
Congo (Brazzaville),,114,4.559,0.682,Nan,0.343,0.514,0.077,0.091,Nan,2018
Bangladesh,,115,4.5,0.532,Nan,0.579,0.58,0.144,0.153,Nan,2018
Sri Lanka,,116,4.471,0.918,Nan,0.672,0.585,0.05,0.307,Nan,2018
Iraq,,117,4.456,1.01,Nan,0.536,0.304,0.095,0.148,Nan,2018
Mali,,118,4.447,0.37,Nan,0.152,0.367,0.056,0.139,Nan,2018
Namibia,,119,4.441,0.874,Nan,0.365,0.519,0.064,0.051,Nan,2018
Cambodia,,120,4.433,0.549,Nan,0.457,0.696,0.065,0.256,Nan,2018
Burkina Faso,,121,4.424,0.314,Nan,0.254,0.312,0.128,0.175,Nan,2018
Egypt,,122,4.419,0.885,Nan,0.553,0.312,0.107,0.092,Nan,2018
Mozambique,,123,4.417,0.198,Nan,0.173,0.531,0.158,0.206,Nan,2018
Kenya,,124,4.41,0.493,Nan,0.454,0.504,0.055,0.352,Nan,2018
Zambia,,125,4.377,0.562,Nan,0.295,0.503,0.082,0.221,Nan,2018
Mauritania,,126,4.356,0.557,Nan,0.292,0.129,0.093,0.134,Nan,2018
Ethiopia,,127,4.35,0.308,Nan,0.391,0.452,0.146,0.22,Nan,2018
Georgia,,128,4.34,0.853,Nan,0.643,0.375,0.215,0.038,Nan,2018
Armenia,,129,4.321,0.816,Nan,0.666,0.26,0.028,0.077,Nan,2018
Myanmar,,130,4.308,0.682,Nan,0.429,0.58,0.178,0.598,Nan,2018
Chad,,131,4.301,0.358,Nan,0.053,0.189,0.06,0.181,Nan,2018
Congo (Kinshasa),,132,4.245,0.069,Nan,0.204,0.312,0.052,0.197,Nan,2018
India,,133,4.19,0.721,Nan,0.485,0.539,0.093,0.172,Nan,2018
Niger,,134,4.166,0.131,Nan,0.221,0.39,0.099,0.175,Nan,2018
Uganda,,135,4.161,0.322,Nan,0.237,0.45,0.061,0.259,Nan,2018
Benin,,136,4.141,0.378,Nan,0.24,0.44,0.067,0.163,Nan,2018
Sudan,,137,4.139,0.605,Nan,0.312,0.016,0.082,0.134,Nan,2018
Ukraine,,138,4.103,0.793,Nan,0.609,0.163,0.011,0.187,Nan,2018
Togo,,139,3.999,0.259,Nan,0.253,0.434,0.101,0.158,Nan,2018
Guinea,,140,3.964,0.344,Nan,0.211,0.394,0.094,0.185,Nan,2018
Lesotho,,141,3.808,0.472,Nan,0.079,0.423,0.112,0.116,Nan,2018
Angola,,142,3.795,0.73,Nan,0.269,0,0.061,0.079,Nan,2018
Madagascar,,143,3.774,0.262,Nan,0.402,0.221,0.049,0.155,Nan,2018
Zimbabwe,,144,3.692,0.357,Nan,0.248,0.406,0.099,0.132,Nan,2018
Afghanistan,,145,3.632,0.332,Nan,0.255,0.085,0.036,0.191,Nan,2018
Botswana,,146,3.59,1.017,Nan,0.417,0.557,0.092,0.042,Nan,2018
Malawi,,147,3.587,0.186,Nan,0.306,0.531,0.08,0.21,Nan,2018
Haiti,,148,3.582,0.315,Nan,0.289,0.025,0.104,0.392,Nan,2018
Liberia,,149,3.495,0.076,Nan,0.267,0.419,0.03,0.206,Nan,2018
Syria,,150,3.462,0.689,Nan,0.539,0.088,0.144,0.376,Nan,2018
Rwanda,,151,3.408,0.332,Nan,0.4,0.636,0.444,0.2,Nan,2018
Yemen,,152,3.355,0.442,Nan,0.343,0.244,0.064,0.083,Nan,2018
Tanzania,,153,3.303,0.455,Nan,0.381,0.481,0.097,0.27,Nan,2018
South Sudan,,154,3.254,0.337,Nan,0.177,0.112,0.106,0.224,Nan,2018
Central African Republic,,155,3.083,0.024,Nan,0.01,0.305,0.038,0.218,Nan,2018
Burundi,,156,2.905,0.091,Nan,0.145,0.065,0.076,0.149,Nan,2018
Finland,,1,7.769,1.34,,0.986,0.596,0.393,0.153,,2019
Denmark,,2,7.6,1.383,,0.996,0.592,0.41,0.252,,2019
Norway,,3,7.554,1.488,,1.028,0.603,0.341,0.271,,2019
Iceland,,4,7.494,1.38,,1.026,0.591,0.118,0.354,,2019
Netherlands,,5,7.488,1.396,,0.999,0.557,0.298,0.322,,2019
Switzerland,,6,7.48,1.452,,1.052,0.572,0.343,0.263,,2019
Sweden,,7,7.343,1.387,,1.009,0.574,0.373,0.267,,2019
New Zealand,,8,7.307,1.303,,1.026,0.585,0.38,0.33,,2019
Canada,,9,7.278,1.365,,1.039,0.584,0.308,0.285,,2019
Austria,,10,7.246,1.376,,1.016,0.532,0.226,0.244,,2019
Australia,,11,7.228,1.372,,1.036,0.557,0.29,0.332,,2019
Costa Rica,,12,7.167,1.034,,0.963,0.558,0.093,0.144,,2019
Israel,,13,7.139,1.276,,1.029,0.371,0.082,0.261,,2019
Luxembourg,,14,7.09,1.609,,1.012,0.526,0.316,0.194,,2019
United Kingdom,,15,7.054,1.333,,0.996,0.45,0.278,0.348,,2019
Ireland,,16,7.021,1.499,,0.999,0.516,0.31,0.298,,2019
Germany,,17,6.985,1.373,,0.987,0.495,0.265,0.261,,2019
Belgium,,18,6.923,1.356,,0.986,0.473,0.21,0.16,,2019
United States,,19,6.892,1.433,,0.874,0.454,0.128,0.28,,2019
Czech Republic,,20,6.852,1.269,,0.92,0.457,0.036,0.046,,2019
United Arab Emirates,,21,6.825,1.503,,0.825,0.598,0.182,0.262,,2019
Malta,,22,6.726,1.3,,0.999,0.564,0.151,0.375,,2019
Mexico,,23,6.595,1.07,,0.861,0.433,0.073,0.074,,2019
France,,24,6.592,1.324,,1.045,0.436,0.183,0.111,,2019
Taiwan,,25,6.446,1.368,,0.914,0.351,0.097,0.242,,2019
Chile,,26,6.444,1.159,,0.92,0.357,0.056,0.187,,2019
Guatemala,,27,6.436,0.8,,0.746,0.535,0.078,0.175,,2019
Saudi Arabia,,28,6.375,1.403,,0.795,0.439,0.132,0.08,,2019
Qatar,,29,6.374,1.684,,0.871,0.555,0.167,0.22,,2019
Spain,,30,6.354,1.286,,1.062,0.362,0.079,0.153,,2019
Panama,,31,6.321,1.149,,0.91,0.516,0.054,0.109,,2019
Brazil,,32,6.3,1.004,,0.802,0.39,0.086,0.099,,2019
Uruguay,,33,6.293,1.124,,0.891,0.523,0.15,0.127,,2019
Singapore,,34,6.262,1.572,,1.141,0.556,0.453,0.271,,2019
El Salvador,,35,6.253,0.794,,0.789,0.43,0.074,0.093,,2019
Italy,,36,6.223,1.294,,1.039,0.231,0.03,0.158,,2019
Bahrain,,37,6.199,1.362,,0.871,0.536,0.11,0.255,,2019
Slovakia,,38,6.198,1.246,,0.881,0.334,0.014,0.121,,2019
Trinidad & Tobago,,39,6.192,1.231,,0.713,0.489,0.016,0.185,,2019
Poland,,40,6.182,1.206,,0.884,0.483,0.05,0.117,,2019
Uzbekistan,,41,6.174,0.745,,0.756,0.631,0.24,0.322,,2019
Lithuania,,42,6.149,1.238,,0.818,0.291,0.042,0.043,,2019
Colombia,,43,6.125,0.985,,0.841,0.47,0.034,0.099,,2019
Slovenia,,44,6.118,1.258,,0.953,0.564,0.057,0.144,,2019
Nicaragua,,45,6.105,0.694,,0.835,0.435,0.127,0.2,,2019
Kosovo,,46,6.1,0.882,,0.758,0.489,0.006,0.262,,2019
Argentina,,47,6.086,1.092,,0.881,0.471,0.05,0.066,,2019
Romania,,48,6.07,1.162,,0.825,0.462,0.005,0.083,,2019
Cyprus,,49,6.046,1.263,,1.042,0.406,0.041,0.19,,2019
Ecuador,,50,6.028,0.912,,0.868,0.498,0.087,0.126,,2019
Kuwait,,51,6.021,1.5,,0.808,0.493,0.097,0.142,,2019
Thailand,,52,6.008,1.05,,0.828,0.557,0.028,0.359,,2019
Latvia,,53,5.94,1.187,,0.812,0.264,0.064,0.075,,2019
South Korea,,54,5.895,1.301,,1.036,0.159,0.056,0.175,,2019
Estonia,,55,5.893,1.237,,0.874,0.495,0.161,0.103,,2019
Jamaica,,56,5.89,0.831,,0.831,0.49,0.028,0.107,,2019
Mauritius,,57,5.888,1.12,,0.798,0.498,0.06,0.215,,2019
Japan,,58,5.886,1.327,,1.088,0.445,0.14,0.069,,2019
Honduras,,59,5.86,0.642,,0.828,0.507,0.078,0.246,,2019
Kazakhstan,,60,5.809,1.173,,0.729,0.41,0.096,0.146,,2019
Bolivia,,61,5.779,0.776,,0.706,0.511,0.064,0.137,,2019
Hungary,,62,5.758,1.201,,0.828,0.199,0.02,0.081,,2019
Paraguay,,63,5.743,0.855,,0.777,0.514,0.08,0.184,,2019
Northern Cyprus,,64,5.718,1.263,,1.042,0.417,0.162,0.191,,2019
Peru,,65,5.697,0.96,,0.854,0.455,0.027,0.083,,2019
Portugal,,66,5.693,1.221,,0.999,0.508,0.025,0.047,,2019
Pakistan,,67,5.653,0.677,,0.535,0.313,0.098,0.22,,2019
Russia,,68,5.648,1.183,,0.726,0.334,0.031,0.082,,2019
Philippines,,69,5.631,0.807,,0.657,0.558,0.107,0.117,,2019
Serbia,,70,5.603,1.004,,0.854,0.282,0.039,0.137,,2019
Moldova,,71,5.529,0.685,,0.739,0.245,0,0.181,,2019
Libya,,72,5.525,1.044,,0.673,0.416,0.152,0.133,,2019
Montenegro,,73,5.523,1.051,,0.871,0.197,0.08,0.142,,2019
Tajikistan,,74,5.467,0.493,,0.718,0.389,0.144,0.23,,2019
Croatia,,75,5.432,1.155,,0.914,0.296,0.022,0.119,,2019
Hong Kong,,76,5.43,1.438,,1.122,0.44,0.287,0.258,,2019
Dominican Republic,,77,5.425,1.015,,0.779,0.497,0.101,0.113,,2019
Bosnia and Herzegovina,,78,5.386,0.945,,0.845,0.212,0.006,0.263,,2019
Turkey,,79,5.373,1.183,,0.808,0.195,0.106,0.083,,2019
Malaysia,,80,5.339,1.221,,0.828,0.508,0.024,0.26,,2019
Belarus,,81,5.323,1.067,,0.789,0.235,0.142,0.094,,2019
Greece,,82,5.287,1.181,,0.999,0.067,0.034,0,,2019
Mongolia,,83,5.285,0.948,,0.667,0.317,0.038,0.235,,2019
North Macedonia,,84,5.274,0.983,,0.838,0.345,0.034,0.185,,2019
Nigeria,,85,5.265,0.696,,0.245,0.426,0.041,0.215,,2019
Kyrgyzstan,,86,5.261,0.551,,0.723,0.508,0.023,0.3,,2019
Turkmenistan,,87,5.247,1.052,,0.657,0.394,0.028,0.244,,2019
Algeria,,88,5.211,1.002,,0.785,0.086,0.114,0.073,,2019
Morocco,,89,5.208,0.801,,0.782,0.418,0.076,0.036,,2019
Azerbaijan,,90,5.208,1.043,,0.769,0.351,0.182,0.035,,2019
Lebanon,,91,5.197,0.987,,0.815,0.216,0.027,0.166,,2019
Indonesia,,92,5.192,0.931,,0.66,0.491,0.028,0.498,,2019
China,,93,5.191,1.029,,0.893,0.521,0.1,0.058,,2019
Vietnam,,94,5.175,0.741,,0.851,0.543,0.073,0.147,,2019
Bhutan,,95,5.082,0.813,,0.604,0.457,0.167,0.37,,2019
Cameroon,,96,5.044,0.549,,0.331,0.381,0.037,0.187,,2019
Bulgaria,,97,5.011,1.092,,0.815,0.311,0.004,0.081,,2019
Ghana,,98,4.996,0.611,,0.486,0.381,0.04,0.245,,2019
Ivory Coast,,99,4.944,0.569,,0.232,0.352,0.09,0.154,,2019
Nepal,,100,4.913,0.446,,0.677,0.439,0.089,0.285,,2019
Jordan,,101,4.906,0.837,,0.815,0.383,0.13,0.11,,2019
Benin,,102,4.883,0.393,,0.397,0.349,0.082,0.175,,2019
Congo (Brazzaville),,103,4.812,0.673,,0.508,0.372,0.093,0.105,,2019
Gabon,,104,4.799,1.057,,0.571,0.295,0.055,0.043,,2019
Laos,,105,4.796,0.764,,0.551,0.547,0.164,0.266,,2019
South Africa,,106,4.722,0.96,,0.469,0.389,0.055,0.13,,2019
Albania,,107,4.719,0.947,,0.874,0.383,0.027,0.178,,2019
Venezuela,,108,4.707,0.96,,0.805,0.154,0.047,0.064,,2019
Cambodia,,109,4.7,0.574,,0.637,0.609,0.062,0.232,,2019
Palestinian Territories,,110,4.696,0.657,,0.672,0.225,0.066,0.103,,2019
Senegal,,111,4.681,0.45,,0.571,0.292,0.072,0.153,,2019
Somalia,,112,4.668,0,,0.268,0.559,0.27,0.243,,2019
Namibia,,113,4.639,0.879,,0.477,0.401,0.056,0.07,,2019
Niger,,114,4.628,0.138,,0.366,0.318,0.102,0.188,,2019
Burkina Faso,,115,4.587,0.331,,0.38,0.255,0.113,0.177,,2019
Armenia,,116,4.559,0.85,,0.815,0.283,0.064,0.095,,2019
Iran,,117,4.548,1.1,,0.785,0.305,0.125,0.27,,2019
Guinea,,118,4.534,0.38,,0.375,0.332,0.086,0.207,,2019
Georgia,,119,4.519,0.886,,0.752,0.346,0.164,0.043,,2019
Gambia,,120,4.516,0.308,,0.428,0.382,0.167,0.269,,2019
Kenya,,121,4.509,0.512,,0.581,0.431,0.053,0.372,,2019
Mauritania,,122,4.49,0.57,,0.489,0.066,0.088,0.106,,2019
Mozambique,,123,4.466,0.204,,0.39,0.494,0.138,0.197,,2019
Tunisia,,124,4.461,0.921,,0.815,0.167,0.055,0.059,,2019
Bangladesh,,125,4.456,0.562,,0.723,0.527,0.143,0.166,,2019
Iraq,,126,4.437,1.043,,0.574,0.241,0.089,0.148,,2019
Congo (Kinshasa),,127,4.418,0.094,,0.357,0.269,0.053,0.212,,2019
Mali,,128,4.39,0.385,,0.308,0.327,0.052,0.153,,2019
Sierra Leone,,129,4.374,0.268,,0.242,0.309,0.045,0.252,,2019
Sri Lanka,,130,4.366,0.949,,0.831,0.47,0.047,0.244,,2019
Myanmar,,131,4.36,0.71,,0.555,0.525,0.172,0.566,,2019
Chad,,132,4.35,0.35,,0.192,0.174,0.078,0.198,,2019
Ukraine,,133,4.332,0.82,,0.739,0.178,0.01,0.187,,2019
Ethiopia,,134,4.286,0.336,,0.532,0.344,0.1,0.209,,2019
Swaziland,,135,4.212,0.811,,0,0.313,0.135,0.074,,2019
Uganda,,136,4.189,0.332,,0.443,0.356,0.06,0.252,,2019
Egypt,,137,4.166,0.913,,0.644,0.241,0.067,0.076,,2019
Zambia,,138,4.107,0.578,,0.426,0.431,0.087,0.247,,2019
Togo,,139,4.085,0.275,,0.41,0.293,0.085,0.177,,2019
India,,140,4.015,0.755,,0.588,0.498,0.085,0.2,,2019
Liberia,,141,3.975,0.073,,0.443,0.37,0.033,0.233,,2019
Comoros,,142,3.973,0.274,,0.505,0.142,0.078,0.275,,2019
Madagascar,,143,3.933,0.274,,0.555,0.148,0.041,0.169,,2019
Lesotho,,144,3.802,0.489,,0.168,0.359,0.093,0.107,,2019
Burundi,,145,3.775,0.046,,0.38,0.22,0.18,0.176,,2019
Zimbabwe,,146,3.663,0.366,,0.433,0.361,0.089,0.151,,2019
Haiti,,147,3.597,0.323,,0.449,0.026,0.11,0.419,,2019
Botswana,,148,3.488,1.041,,0.538,0.455,0.1,0.025,,2019
Syria,,149,3.462,0.619,,0.44,0.013,0.141,0.331,,2019
Malawi,,150,3.41,0.191,,0.495,0.443,0.089,0.218,,2019
Yemen,,151,3.38,0.287,,0.463,0.143,0.077,0.108,,2019
Rwanda,,152,3.334,0.359,,0.614,0.555,0.411,0.217,,2019
Tanzania,,153,3.231,0.476,,0.499,0.417,0.147,0.276,,2019
Afghanistan,,154,3.203,0.35,,0.361,0,0.025,0.158,,2019
Central African Republic,,155,3.083,0.026,,0.105,0.225,0.035,0.235,,2019
South Sudan,,156,2.853,0.306,,0.295,0.01,0.091,0.202,,2019
Finland,,1,7.821,1.892,1.258,0.775,0.736,0.534,0.109,2.518,2022
Denmark,,2,7.636,1.953,1.243,0.777,0.719,0.532,0.188,2.226,2022
Iceland,,3,7.557,1.936,1.32,0.803,0.718,0.191,0.27,2.32,2022
Switzerland,,4,7.512,2.026,1.226,0.822,0.677,0.461,0.147,2.153,2022
Netherlands,,5,7.415,1.945,1.206,0.787,0.651,0.419,0.271,2.137,2022
Luxembourg*,,6,7.404,2.209,1.155,0.79,0.7,0.388,0.12,2.042,2022
Sweden,,7,7.384,1.92,1.204,0.803,0.724,0.512,0.218,2.003,2022
Norway,,8,7.365,1.997,1.239,0.786,0.728,0.474,0.217,1.925,2022
Israel,,9,7.364,1.826,1.221,0.818,0.568,0.143,0.155,2.634,2022
New Zealand,,10,7.2,1.852,1.235,0.752,0.68,0.483,0.245,1.954,2022
Austria,,11,7.163,1.931,1.165,0.774,0.623,0.329,0.193,2.148,2022
Australia,,12,7.162,1.9,1.203,0.772,0.676,0.341,0.258,2.011,2022
Ireland,,13,7.041,2.129,1.166,0.779,0.627,0.408,0.19,1.743,2022
Germany,,14,7.034,1.924,1.088,0.776,0.585,0.358,0.163,2.142,2022
Canada,,15,7.025,1.886,1.188,0.783,0.659,0.368,0.217,1.924,2022
United States,,16,6.977,1.982,1.182,0.628,0.574,0.177,0.22,2.214,2022
United Kingdom,,17,6.943,1.867,1.143,0.75,0.597,0.329,0.289,1.967,2022
Czechia,,18,6.92,1.815,1.26,0.715,0.66,0.048,0.158,2.263,2022
Belgium,,19,6.805,1.907,1.106,0.764,0.492,0.204,0.049,2.283,2022
France,,20,6.687,1.863,1.219,0.808,0.567,0.266,0.07,1.895,2022
Bahrain,,21,6.647,1.854,1.029,0.625,0.693,0.155,0.199,2.092,2022
Slovenia,,22,6.63,1.81,1.249,0.769,0.685,0.115,0.118,1.885,2022
